400	0.01	23.40939982	0.02015
500	0.09	25.07987241	0.02135
560	0.32	26.19618293	0.0248
600	0.75	26.98147513	0.03125
640	1.68	27.79640264	0.0452
680	3.85	28.63843571	0.07775
720	8.38	29.50525377	0.1457
580	0.46	20.16829195	0.0269
620	1.06	21.21226061	0.0359
660	2.52	28.21418083	0.0578
700	5.81	29.06888371	0.10715
740	11.37	29.50525377	0.19055
420	0.02	16.20987353	0.0203
440	0.03	16.68052757	0.02045
460	0.04	17.15925406	0.0206
480	0.06	17.645396	0.0209
